Dif,Ratio
265,3.0
-362,1.0
60,1.0
265,2.0
265,3.0
-362,0.5
-362,2.0
-460,2.0
-420,4.0
432,3.0
432,0.5
-460,2.0
-149,0.75
432,1.0
432,4.0
-460,2.0
-460,2.0
-420,2.0
-45,3.0
-45,2.0
-158,3.0
111,2.0
111,2.0
-71,1.0
-149,0.5
-149,2.0
-149,2.0
-420,2.0
-420,2.0
838,1.5
838,0.6666666666666666
-696,2.0
-425,2.0
-287,1.3333333333333333
-696,1.0
602,1.5
602,4.0
602,0.6666666666666666
-593,6.0
-741,2.5
-593,1.0
-287,5.0
-696,2.0
-593,2.0
-425,2.0
-741,2.0
-593,0.3333333333333333
838,3.0
-136,0.5
-287,4.0
-425,2.0
838,2.0
-136,2.0
-136,2.0
-425,2.0
-696,2.0
-741,2.0
294,0.6666666666666666
294,3.0
-215,4.0
-215,0.6666666666666666
-138,6.0
294,2.0
-115,0.5
-215,1.3333333333333333
294,0.5
-138,0.3333333333333333
-115,1.5
93,2.0
-131,1.0
-131,2.0
-131,2.0
-225,1.0
-225,2.0
279,3.0
-159,4.0
258,3.0
-169,3.0
-131,1.0
-225,2.0
-225,1.0
279,3.0
-159,2.0
279,1.0
258,0.5
258,2.0
-176,0.5
-176,2.0
279,2.0
-159,2.0
-159,2.0
-1733,1.0
-1733,2.5
1308,1.0
-1976,2.0
-1976,0.75
-1292,0.6666666666666666
1483,0.8
1308,2.0
-245,1.0
-674,1.5
-245,0.5
-245,2.0
-674,2.0
-674,4.0
-674,1.5
-1292,5.0
1483,0.5
-245,1.3333333333333333
1483,2.0
-1976,2.6666666666666665
-1976,2.0
1308,1.3333333333333333
1308,7.0
1483,3.5
-1733,1.5
-1733,1.0
-1292,2.0
4,2.0
4,2.0
2,2.0
2,2.0
-15,0.5
-15,0.5
-15,2.0
4,0.5
-738,3.5
-786,1.0
-241,7.0
727,2.0
-241,0.75
-240,1.0
727,2.0
-738,1.5
-1930,1.5
727,1.5
727,1.5
-786,11.0
-738,1.0
1013,1.3333333333333333
-241,2.5
76,2.5
-1930,0.8
-786,3.0
-786,2.5
1013,1.0
76,0.8333333333333334
76,2.0
-240,7.0
-240,2.3333333333333335
-240,1.25
-241,3.5
-1930,1.0
-738,4.0
76,0.6
1013,4.0
-1930,5.0
1013,3.0
-403,3.0
-403,3.0
471,2.0
255,0.6666666666666666
255,4.0
-215,3.0
-215,2.0
-403,2.0
471,2.0
-367,4.0
-292,0.5
-215,1.0
255,0.5
255,3.0
-367,2.0
-367,2.0
-367,1.0
-263,1.0
-392,1.0
131,0.5
-303,1.0
-392,4.0
-303,0.6666666666666666
69,1.0
-263,0.3333333333333333
131,2.0
-303,2.0
-392,2.0
-263,0.5
21,2.0
69,2.0
69,4.0
131,2.0
-477,4.0
-263,2.0
21,3.0
21,2.0
-303,1.5
2,0.5
2,1.0
-683,1.0
-683,3.0
-676,1.0
661,2.0
661,1.5
-659,1.0
-690,1.0
-690,3.0
2,0.5
-683,2.0
-676,3.0
-676,1.5
661,2.0
-659,3.0
-690,1.3333333333333333
2,1.0
768,1.0
-676,3.0
-690,2.0
661,0.3333333333333333
768,3.0
768,3.0
-683,2.0
-659,2.0
-92,2.0
144,4.0
-109,2.0
-171,2.0
-171,1.0
-171,2.0
-171,0.5
144,2.0
144,2.0
11,0.5
11,0.5
11,2.0
150,0.4
150,1.5
-100,2.0
150,2.5
150,3.0
-100,4.0
-100,5.0
-98,4.0
-98,3.0
-98,3.0
-100,0.5
-98,3.0
-2988,1.3333333333333333
-3062,2.0
-4584,13.0
-1495,2.0
3747,3.0
-3062,3.3333333333333335
3592,4.0
-3062,1.5
-4584,3.5
-2988,1.5
-4584,2.25
-2988,1.6666666666666667
3747,2.6666666666666665
-3062,1.6666666666666667
-3526,3.0
-459,2.0
-459,3.5
-1495,3.0
-1495,0.8333333333333334
-3526,6.0
3592,1.0
-3526,2.5
-2988,5.0
3592,1.3333333333333333
-459,1.0
-3526,2.5
3747,2.0
3592,0.6666666666666666
3747,2.0
-4584,1.0
-1495,6.0
-459,0.5
-271,1.0
-271,4.0
730,2.0
-570,2.0
-696,1.5
-271,1.3333333333333333
730,5.0
-570,1.0
816,1.0
-696,0.6666666666666666
-696,1.5
730,0.5
-570,1.0
816,1.5
-623,5.0
-696,0.5
-623,0.6666666666666666
-271,0.3333333333333333
816,3.0
816,2.0
-623,2.0
-133,0.5
-200,3.0
-200,4.0
-200,0.5
-200,2.0
-125,2.0
206,2.0
-101,2.0
177,2.0
-133,2.0
794,0.3333333333333333
-926,1.0
-926,2.5
-782,4.0
-510,1.4
-926,1.5
-926,3.0
655,2.5
-510,1.0
655,2.3333333333333335
794,1.5
-386,2.0
-874,6.0
794,0.5
655,1.0
-510,4.0
-510,4.0
-513,3.5
-386,1.5
-386,1.0
-874,4.0
-874,4.0
-874,0.5
794,4.0
655,3.0
-513,0.3333333333333333
-513,4.0
-782,5.0
-782,1.0
-782,4.0
-513,2.0
-638,0.75
-86,2.3333333333333335
-382,0.5
-382,1.75
589,2.5
-438,4.5
1706,1.2
404,3.0
-1564,4.0
-86,2.0
-638,1.5
-438,2.5
589,0.8333333333333334
-382,6.0
1706,1.2
-1564,1.0
-1564,3.3333333333333335
-1564,4.0
-382,1.25
404,1.0
404,0.5
404,4.0
1706,2.5
-438,1.25
-638,1.0
589,1.1666666666666667
-438,6.0
1706,5.0
-86,1.25
-86,1.5
589,3.0
-638,3.0
688,2.0
688,0.6666666666666666
-903,2.0
-319,0.6666666666666666
-593,2.5
-903,2.0
-214,1.5
-175,4.0
-175,2.0
-175,3.0
-175,2.0
-319,5.0
442,0.5
-593,2.0
-319,1.5
-593,2.0
-465,1.0
-465,2.0
442,3.0
-593,1.0
442,0.6
-214,0.5
-465,3.0
688,3.0
-903,2.0
442,2.5
-319,4.0
-214,3.0
-214,1.0
-166,3.0
-166,2.0
651,1.3333333333333333
-500,4.0
-318,1.0
-318,3.0
651,2.5
-318,1.5
-786,0.5
-786,0.4
-786,0.6666666666666666
-500,2.0
-500,6.0
921,4.0
-793,2.0
921,1.0
-693,1.25
-693,2.0
-793,2.0
-793,5.0
-500,1.0
-793,5.0
921,2.0
921,0.6666666666666666
651,3.0
651,4.0
-166,2.0
-693,2.0
-693,1.5
-786,2.0
890,1.0
-862,1.6666666666666667
-727,2.0
-727,0.5
890,2.0
-212,1.0
-314,2.0
-862,3.0
-644,7.0
890,3.5
-212,4.0
-727,1.5
-212,4.0
-727,2.0
-644,2.0
-644,1.5
-314,3.0
890,2.0
-862,2.5
-314,0.25
-212,0.6666666666666666
-862,3.0
-644,0.5
414,0.25
-357,1.0
-89,3.0
-20,1.5
-20,1.3333333333333333
-173,0.25
-264,5.0
-264,1.5
-357,1.5
-264,1.0
414,2.0
-357,0.6666666666666666
621,3.0
621,5.0
621,3.0
-278,1.0
-278,2.0
621,3.0
-20,4.0
414,2.0
-20,1.0
-89,0.5
-173,1.5
-173,2.0
-173,1.0
-278,2.5
-264,1.5
-89,2.0
-357,2.0
81,4.0
-208,2.0
-344,3.0
81,2.0
-208,2.0
-208,0.3333333333333333
-344,2.0
-208,0.5
-344,2.0
81,0.5
-1854,2.0
1567,5.0
-1636,7.0
-1636,1.25
1567,2.3333333333333335
-1422,2.2
-590,0.5
-1203,1.5
1799,1.5
1799,3.0
-1854,1.2
-1636,5.5
-1422,1.4
-1636,1.6
-1422,1.6666666666666667
-1422,1.0
-290,3.0
-290,1.3333333333333333
-1203,2.5
1799,3.0
1799,0.6666666666666666
1567,2.0
-590,3.5
-1203,0.5
-1854,0.5
-590,1.0
-590,1.5
-1854,11.0
-290,0.5
-1203,1.25
-290,1.0
1567,1.0
-189,0.6666666666666666
-292,1.0
-121,3.0
-121,1.0
-189,2.0
191,0.3333333333333333
191,2.0
-62,1.0
-189,3.0
490,1.5
490,0.5
191,0.3333333333333333
490,2.0
-121,0.3333333333333333
-292,2.0
-62,2.0
-62,2.0
121,2.0
191,2.0
-551,2.5
-551,4.0
-131,3.0
361,1.5
361,4.0
-147,1.5
-147,1.3333333333333333
-131,1.3333333333333333
-147,8.0
-166,2.6666666666666665
-166,3.0
-147,1.0
361,2.0
203,0.3333333333333333
-551,3.0
-389,0.3333333333333333
-166,1.5
-166,1.5
203,0.6
203,0.75
-396,0.5
-396,1.0
-396,2.0
-389,0.6666666666666666
-131,2.0
-389,4.0
361,1.0
203,0.3333333333333333
-551,3.0
-131,0.6666666666666666
-389,0.5
-396,3.0
-240,0.5
-240,1.5
387,2.0
-209,1.0
-365,1.3333333333333333
387,1.0
-365,4.0
-365,2.5
564,5.0
387,4.0
-209,4.0
564,2.0
387,1.0
572,2.0
-365,1.0
-209,2.0
-240,0.5
-209,2.0
564,3.0
572,3.0
-240,0.5
572,2.0
47,2.0
47,3.0
-21,0.5
47,2.0
-21,2.0
-21,2.0
-338,4.0
574,0.75
574,3.0
885,3.0
885,3.0
-671,5.0
-354,2.0
616,9.0
2529,2.0
885,3.0
-671,5.0
-338,3.0
551,1.6666666666666667
551,1.25
885,5.0
-671,3.0
-354,4.0
616,2.5
-338,6.0
574,1.3333333333333333
616,5.0
616,2.0
2529,1.5
574,0.5
2529,2.0
-354,2.3333333333333335
-671,1.3333333333333333
551,3.0
-354,1.5
-338,2.0
2529,1.5
666,2.0
666,1.0
985,0.5
985,3.0
882,3.0
882,2.0
-1230,0.6666666666666666
-205,3.0
-1230,2.0
-627,1.0
1316,3.0
882,2.0
-1230,0.3333333333333333
985,0.3333333333333333
-1230,1.0
321,1.0
321,0.6666666666666666
-248,2.0
-248,1.5
-499,0.5
-248,5.0
619,0.3333333333333333
619,4.0
365,2.0
365,1.0
-592,0.6666666666666666
-248,3.0
1084,2.0
-499,1.5
-499,3.0
321,1.3333333333333333
321,1.0
524,1.3333333333333333
1084,2.0
1084,1.0
1084,0.6666666666666666
-592,0.5
365,2.0
365,1.0
524,5.0
524,2.0
-499,0.5
619,1.0
-592,2.0
619,3.0
-592,2.0
-249,0.5
-56,0.5
-56,2.0
298,2.0
-249,2.0
102,2.0
-56,2.0
-249,0.5
848,0.6
848,2.0
-695,0.3333333333333333
-240,2.5
-240,1.5
848,5.0
848,2.0
255,0.3333333333333333
-695,0.5
-240,1.0
-240,1.5
-554,2.0
-554,3.0
-695,0.5
255,3.0
975,0.5
-176,0.6
975,2.0
-176,0.75
-488,2.5
975,3.5
195,0.5
195,1.5
975,3.0
-606,3.0
-488,6.0
-488,2.5
195,0.5
-176,1.0
-606,3.0
-606,3.0
-488,6.0
195,1.0
-606,2.0
2393,1.5
2393,2.0
-1768,1.25
-1859,1.0
-992,1.5
-1478,1.25
1907,1.3333333333333333
-1879,1.25
-1879,4.0
-1879,3.0
-1768,8.0
-1478,2.5
1907,1.0
2393,2.75
-1768,8.0
-992,4.0
-1478,0.75
-1478,4.0
-1879,2.0
-325,3.0
-325,3.0
-992,1.0
-325,3.0
-992,3.0
1907,2.0
-1859,2.5
-1859,3.5
-325,1.5
-1768,7.0
2393,2.25
-1859,1.6666666666666667
1907,1.5
-205,2.0
-1324,1.3333333333333333
886,3.0
886,6.0
872,2.0
872,1.5
-1324,0.75
886,0.6666666666666666
-205,2.0
886,3.0
-1416,3.0
-1416,4.0
-1527,1.5
-1527,4.0
-1527,2.0
-225,0.5
-225,3.0
-1527,3.0
-214,1.5
-1416,0.5
-1416,3.0
-1324,4.0
-214,5.0
872,0.5
-225,0.5
-205,2.0
-214,4.0
-214,1.5
-225,2.0
-1871,1.25
-2055,7.0
2304,1.6
-3045,7.0
-3045,8.0
3193,6.0
-2055,1.8
2304,6.5
-2288,7.5
-125,0.5
-125,2.5
-556,2.25
3193,2.3333333333333335
3193,8.0
2304,4.0
-3045,8.0
-125,0.5
-1871,1.6
3193,5.0
-2288,4.0
-2288,3.5
-556,0.8
-556,4.0
-1871,6.5
-2055,8.0
-2288,2.0
-3045,6.0
-556,0.6666666666666666
2304,4.0
-2055,2.0
-1871,1.3333333333333333
1264,4.0
-1082,2.0
-1098,5.0
1295,1.3333333333333333
1295,2.0
1295,2.5
-972,1.5
-580,6.0
1264,0.6666666666666666
1264,5.5
-580,4.0
-358,1.3333333333333333
-601,2.5
-1098,6.0
-580,0.75
-972,4.0
1264,0.3333333333333333
-1082,1.0
1295,1.5
-358,1.0
-358,0.75
-601,2.0
-1082,3.0
-580,1.5
-601,1.5
-601,2.0
-972,4.0
-972,3.0
-358,0.5
-1098,2.0
-1082,2.0
-230,0.6666666666666666
-230,3.0
-230,1.0
-689,7.0
687,1.5
687,3.0
-595,1.25
-595,1.0
595,0.5
-773,1.0
-230,1.0
-689,1.5
-689,2.0
687,1.5
-595,2.0
-773,2.0
687,2.0
595,2.0
-595,3.0
595,3.0
-710,4.0
595,1.0
-710,3.0
-773,2.0
23,1.0
18,1.0
-9,0.6666666666666666
-9,2.0
-9,1.5
-37,1.5
-196,2.0
376,2.0
-37,2.0
-196,2.0
360,0.3333333333333333
-9,2.0
-196,0.5
376,2.0
23,0.5
-196,0.5
