Post Office,County1,County2,County3,State,Region,Subregion,Established,Discontinued,Stamp Rarity Factor,Continuous,GNIS_Match,Score,GNIS_ID,GNIS_Feature,GNIS_Type,GNIS_County,GNIS_State,Latitude,Longitude,Coordinates
LYRA,Palo Pinto,,,TX,Midwest,South Midwest,1900,1922,3,Y,TRUE,100,1378625,Lyra,Populated Place,Palo Pinto,TX,32.5554073,-98.4689415,Y
LYRIC,Liberty,,,TX,Midwest,South Midwest,1908,1920,3,Y,FALSE,,,,,,,,,N
LYSTRA,Jones,,,TX,Midwest,South Midwest,1910,1912,5,Y,FALSE,,,,,,,,,N
LYTLE,Taylor,,,TX,Midwest,South Midwest,1880,1881,5,Y,FALSE,,,,,,,,,N
LYTLE,Atascosa,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,2732122,Lytle Post Office,Post Office,Atascosa,TX,29.2360889,-98.7906323,Y
LYTTON SPRINGS,Caldwell,,,TX,Midwest,South Midwest,1888,1958,1,Y,TRUE,100,1340772,Lytton Springs,Populated Place,Caldwell,TX,30.0046629,-97.6124989,Y
MABANK,Kaufman,,,TX,Midwest,South Midwest,1900,,0,Y,TRUE,100,2007055,Mabank Middle School,School,Kaufman,TX,32.3695875,-96.0999721,Y
MABELLE,Baylor,,,TX,Midwest,South Midwest,1906,1959,1,Y,TRUE,100,1380119,Mabelle,Populated Place,Baylor,TX,33.6700948,-99.1392384,Y
MABLE,Lipscomb,,,TX,Midwest,South Midwest,1889,1899,6,Y,FALSE,,,,,,,,,N
MABLEDEAN,Clay,,,TX,Midwest,South Midwest,1904,1905,6,Y,TRUE,88.88888889,1355784,Mable Dean,Populated Place,Clay,TX,33.9503748,-98.34616,Y
MACDONA,Bexar,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2731545,Macdona Post Office,Post Office,Bexar,TX,29.325547,-98.691753,Y
MACEDONIA,Walker,,,TX,Midwest,South Midwest,1891,1904,4,Y,FALSE,,,,,,,,,N
MACEDONIA,Liberty,,,TX,Midwest,South Midwest,1915,1922,3,Y,TRUE,100,1378629,Macedonia,Populated Place,Liberty,TX,30.2627105,-94.889927,Y
MACGRATH,Tom Green,,,TX,Midwest,South Midwest,1910,1910,6,Y,FALSE,,,,,,,,,N
MACHOS,La Salle,,,TX,Midwest,South Midwest,1880,1880,9,Y,FALSE,,,,,,,,,N
MACHOVEC,Moore,,,TX,Midwest,South Midwest,1948,1953,1,Y,TRUE,100,1380123,Machovec,Populated Place,Moore,TX,35.9439265,-101.9868451,Y
MACIE,Kinney,,,TX,Midwest,South Midwest,1915,1926,3,Y,FALSE,,,,,,,,,N
MACK,Wilbarger,,,TX,Midwest,South Midwest,1889,1894,6,Y,TRUE,100,1362038,Mack Cemetery,Cemetery,Wilbarger,TX,33.8981466,-99.1822966,Y
MACK,Polk,,,TX,Midwest,South Midwest,1905,1907,6,Y,FALSE,,,,,,,,,N
MACKAY,Wharton,,,TX,Midwest,South Midwest,1885,1937,2,Y,TRUE,100,1380124,Mackay,Populated Place,Wharton,TX,29.2699712,-96.1496829,Y
MACKIESVILLE,Caldwell,,,TX,Midwest,South Midwest,1890,1904,5,Y,FALSE,,,,,,,,,N
MACKSVILLE,Harrison,,,TX,Midwest,South Midwest,1870,1887,6,Y,FALSE,,,,,,,,,N
MACOMB,Grayson,,,TX,Midwest,South Midwest,1858,1902,5,Y,TRUE,100,1380125,Macomb,Populated Place,Grayson,TX,33.5981637,-96.8561115,Y
MACON,Franklin,,,TX,Midwest,South Midwest,1891,1906,3,Y,TRUE,100,1378632,Macon,Populated Place,Franklin,TX,33.088731,-95.1277177,Y
MACRAE,Fannin,,,TX,Midwest,South Midwest,1902,1907,6,Y,FALSE,,,,,,,,,N
MACUNE,San Augustine,,,TX,Midwest,South Midwest,1888,1937,2,Y,TRUE,100,1382218,Macune,Populated Place,San Augustine,TX,31.4160177,-94.160196,Y
MACY,Brazos,,,TX,Midwest,South Midwest,1874,1905,5,Y,FALSE,,,,,,,,,N
MADERA SPRINGS,Jeff Davis,,,TX,Midwest,South Midwest,1926,1936,2,Y,FALSE,,,,,,,,,N
MADERO,Hidalgo,,,TX,Midwest,South Midwest,1915,1917,5,Y,TRUE,100,1340823,Madero,Populated Place,Hidalgo,TX,26.1706301,-98.331404,Y
MADGE,Coleman,,,TX,Midwest,South Midwest,1893,1907,5,Y,FALSE,,,,,,,,,N
MADISON,Orange,,,TX,Midwest,South Midwest,1852,1858,8,Y,TRUE,100,1375304,Madison,Populated Place,Orange,TX,30.0929879,-93.7365549,Y
MADISONVILLE,Madison,,,TX,Midwest,South Midwest,1854,,0,Y,TRUE,100,2731318,Madisonville Post Office,Post Office,Madison,TX,30.95183,-95.913814,Y
MADRAS,Red River,,,TX,Midwest,South Midwest,1887,1925,3,Y,TRUE,100,1380126,Madras,Populated Place,Red River,TX,33.6584423,-94.9821653,Y
MAGENTA,Oldham,,,TX,Midwest,South Midwest,1931,1942,2,Y,FALSE,,,,,,,,,N
MAGGIE,Montgomery,,,TX,Midwest,South Midwest,1898,1898,8,Y,FALSE,,,,,,,,,N
MAGIC CITY,Wheeler,,,TX,Midwest,South Midwest,1933,1954,1,Y,TRUE,100,1362071,Magic City,Populated Place,Wheeler,TX,35.3575485,-100.3784586,Y
MAGILL,Milam,,,TX,Midwest,South Midwest,1901,1907,5,Y,TRUE,100,2034840,Magill,Populated Place,Milam,TX,30.8488012,-96.9216503,Y
MAGINNIS,Bowie,,,TX,Midwest,South Midwest,1880,1894,6,Y,FALSE,,,,,,,,,N
MAGNET,Wharton,,,TX,Midwest,South Midwest,1911,1954,1,Y,TRUE,100,1380127,Magnet,Populated Place,Wharton,TX,29.1508075,-95.986901,Y
MAGNOLIA,Anderson,,,TX,Midwest,South Midwest,1851,1871,6,Y,TRUE,100,1362076,Magnolia Cemetery,Cemetery,Anderson,TX,31.6590616,-95.737735,Y
MAGNOLIA,Montgomery,,,TX,Midwest,South Midwest,1893,,0,Y,TRUE,100,2731489,Magnolia Post Office,Post Office,Montgomery,TX,30.208352,-95.754257,Y
MAGNOLIA BEACH,Calhoun,,,TX,Midwest,South Midwest,1910,1945,2,Y,TRUE,100,1362075,Magnolia Beach,Populated Place,Calhoun,TX,28.5602765,-96.542754,Y
MAGNOLIA SPRINGS,Jasper,,,TX,Midwest,South Midwest,1850,,0,Y,TRUE,100,1362087,Magnolia Springs,Populated Place,Jasper,TX,30.7354815,-94.0265754,Y
MAGOFFINSVILLE,El Paso,,,TX,Midwest,South Midwest,1852,1853,9,Y,TRUE,100,1380946,Magoffinsville,Populated Place,El Paso,TX,31.7587198,-106.4869314,Y
MAHALA,Live Oak,,,TX,Midwest,South Midwest,1911,1912,6,Y,FALSE,,,,,,,,,N
MAHL,Nacogdoches,,,TX,Midwest,South Midwest,1902,1929,3,Y,TRUE,100,1380131,Mahl,Populated Place,Nacogdoches,TX,31.7337876,-94.6763218,Y
MAHOMET,Burnet,,,TX,Midwest,South Midwest,1857,1916,4,Y,TRUE,100,1380132,Mahomet,Populated Place,Burnet,TX,30.8218501,-97.9319635,Y
MAHON,Panola,,,TX,Midwest,South Midwest,1888,1905,5,Y,FALSE,,,,,,,,,N
MAINZER,Dallas,,,TX,Midwest,South Midwest,1888,1889,7,Y,FALSE,,,,,,,,,N
MAIZE,Scurry,,,TX,Midwest,South Midwest,1890,1894,7,Y,FALSE,,,,,,,,,N
MAJORS,Franklin,,,TX,Midwest,South Midwest,1899,1906,5,Y,TRUE,100,1378636,Majors,Populated Place,Franklin,TX,33.1028964,-95.2196647,Y
MALAKOFF,Henderson,,,TX,Midwest,South Midwest,1855,,0,Y,TRUE,100,2731222,Malakoff Post Office,Post Office,Henderson,TX,32.169732,-96.021633,Y
MALCOM,Smith,,,TX,Midwest,South Midwest,1900,1901,6,Y,FALSE,,,,,,,,,N
MALLARD,Montague,,,TX,Midwest,South Midwest,1892,1911,4,Y,TRUE,100,2034582,Mallard,Populated Place,Montague,TX,33.5831623,-97.6519735,Y
MALONE,Hill,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2731914,Malone Post Office,Post Office,Hill,TX,31.9173457,-96.8950338,Y
MALONEY,Ellis,,,TX,Midwest,South Midwest,1891,1903,5,Y,TRUE,100,1340883,Maloney Cemetery,Cemetery,Ellis,TX,32.2451472,-96.7774939,Y
MALONY,Ellis,,,TX,Midwest,South Midwest,1888,1891,6,Y,TRUE,83.33333333,1340883,Maloney Cemetery,Cemetery,Ellis,TX,32.2451472,-96.7774939,Y
MALTA,Bowie,,,TX,Midwest,South Midwest,1896,1955,1,Y,TRUE,100,1362124,Malta,Populated Place,Bowie,TX,33.4881721,-94.522149,Y
MALVERN,Fort Bend,,,TX,Midwest,South Midwest,1893,1897,4,Y,FALSE,,,,,,,,,N
MALVERN,Leon,,,TX,Midwest,South Midwest,1900,1925,3,Y,TRUE,100,1380133,Malvern,Populated Place,Leon,TX,31.3354577,-95.7035638,Y
MAMBRINO,Hood,,,TX,Midwest,South Midwest,1904,1916,4,Y,TRUE,100,2006385,Mambrino School,School,Hood,TX,32.3840288,-97.7264165,Y
MAMMOTH,Lipscomb,,,TX,Midwest,South Midwest,1890,1894,7,Y,FALSE,,,,,,,,,N
MANCE,Henderson,,,TX,Midwest,South Midwest,1894,1905,5,Y,FALSE,,,,,,,,,N
MANCHAC,Hays,,,TX,Midwest,South Midwest,1854,1860,7,Y,FALSE,,,,,,,,,N
MANCHAC,Travis,,,TX,Midwest,South Midwest,1874,1875,6,Y,TRUE,85.71428571,2731470,Manchaca Post Office,Post Office,Travis,TX,30.141064,-97.827583,Y
MANCHAC HOUSE,Travis,,,TX,Midwest,South Midwest,1851,1852,8,Y,FALSE,,,,,,,,,N
MANCHACA,Travis,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731470,Manchaca Post Office,Post Office,Travis,TX,30.141064,-97.827583,Y
MANCHESTER,Red River,,,TX,Midwest,South Midwest,1880,1969,1,Y,TRUE,100,1362127,Manchester,Populated Place,Red River,TX,33.8426077,-95.1624501,Y
MANCHESTER MILLS,Tarrant,,,TX,Midwest,South Midwest,1892,1898,6,Y,FALSE,,,,,,,,,N
MANDA,Travis,,,TX,Midwest,South Midwest,1893,1902,5,Y,TRUE,100,1362128,Manda,Populated Place,Travis,TX,30.4027057,-97.4683327,Y
MANESTEE,Tom Green,,,TX,Midwest,South Midwest,1888,1898,6,Y,FALSE,,,,,,,,,N
MANGUM,Greer,,,TX,Midwest,South Midwest,1886,1886,7,Y,FALSE,,,,,,,,,N
MANGUM,Eastland,,,TX,Midwest,South Midwest,1899,1929,3,Y,TRUE,100,1378639,Mangum,Populated Place,Eastland,TX,32.3201332,-98.8595069,Y
MANHEIM,Lee,,,TX,Midwest,South Midwest,1900,1932,2,Y,TRUE,100,1378640,Manheim,Populated Place,Lee,TX,30.2307698,-97.031096,Y
MANILA,Cherokee,,,TX,Midwest,South Midwest,1899,1906,5,Y,FALSE,,,,,,,,,N
MANKINS,Archer,,,TX,Midwest,South Midwest,1909,1958,1,Y,TRUE,100,1362131,Mankins,Populated Place,Archer,TX,33.7825982,-98.7970066,Y
MANLE,Young,,,TX,Midwest,South Midwest,1888,1888,8,Y,FALSE,,,,,,,,,N
MANN,Navarro,,,TX,Midwest,South Midwest,1896,1904,5,Y,FALSE,,,,,,,,,N
MANN'S CROSSING,Bexar,,,TX,Midwest,South Midwest,1879,1886,7,Y,TRUE,92.85714286,1380135,Mann Crossing,Populated Place,Bexar,TX,29.30607,-98.6619655,Y
MANNING,Bexar,,,TX,Midwest,South Midwest,1880,1883,7,Y,FALSE,,,,,,,,,N
MANNING,Angelina,,,TX,Midwest,South Midwest,1906,1940,2,Y,TRUE,100,1382227,Manning,Populated Place,Angelina,TX,31.1388017,-94.5363145,Y
MANOR,Travis,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2731799,Manor Post Office,Post Office,Travis,TX,30.3469799,-97.5527949,Y
MANSFIELD,Tarrant,,,TX,Midwest,South Midwest,1860,,0,Y,TRUE,100,2731465,Mansfield Post Office,Post Office,Tarrant,TX,32.573302,-97.143121,Y
MANSON,Anderson,,,TX,Midwest,South Midwest,1898,1898,8,Y,TRUE,83.33333333,1889573,Mason Cemetery,Cemetery,Anderson,TX,31.768227,-95.5391204,Y
MANTHA,Camp,,,TX,Midwest,South Midwest,1895,1899,6,Y,FALSE,,,,,,,,,N
MANTHA,Upshur,,,TX,Midwest,South Midwest,1899,1901,6,Y,FALSE,,,,,,,,,N
MANTON,Angelina,,,TX,Midwest,South Midwest,1903,1915,4,Y,FALSE,,,,,,,,,N
MANTUA,Collin,,,TX,Midwest,South Midwest,1858,1873,7,Y,FALSE,,,,,,,,,N
MANVEL,Brazoria,,,TX,Midwest,South Midwest,1892,,0,Y,TRUE,100,2731429,Manvel Post Office,Post Office,Brazoria,TX,29.474798,-95.353712,Y
MAPES,Wood,,,TX,Midwest,South Midwest,1893,1894,7,Y,FALSE,,,,,,,,,N
MAPLE,Collin,,,TX,Midwest,South Midwest,1890,1904,4,Y,FALSE,,,,,,,,,N
MAPLE,Bailey,,,TX,Midwest,South Midwest,1934,,0,Y,TRUE,100,2731331,Maple Post Office,Post Office,Bailey,TX,33.848471,-102.899278,Y
MAPLE SPRINGS,Red River,,,TX,Midwest,South Midwest,1851,1880,7,Y,FALSE,,,,,,,,,N
MARAK,Milam,,,TX,Midwest,South Midwest,1897,1905,5,Y,TRUE,100,1380139,Marak,Populated Place,Milam,TX,30.9018543,-97.0686011,Y
MARATHON,Brewster,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,2731717,Marathon Post Office,Post Office,Brewster,TX,30.2059454,-103.2417164,Y
MARBLE FALLS,Burnet,,,TX,Midwest,South Midwest,1884,,0,Y,TRUE,100,2036896,Marble Falls High School,School,Burnet,TX,30.5829667,-98.2527997,Y
MARBLE HILL,Burnet,,,TX,Midwest,South Midwest,1872,1873,9,Y,FALSE,,,,,,,,,N
MARCELENA,Wilson,,,TX,Midwest,South Midwest,1887,1906,5,Y,FALSE,,,,,,,,,N
MARCH,Rusk,,,TX,Midwest,South Midwest,1901,1902,6,Y,FALSE,,,,,,,,,N
MARCY,Haskell,,,TX,Midwest,South Midwest,1900,1906,5,Y,FALSE,,,,,,,,,N
MARELLA,Collingsworth,,,TX,Midwest,South Midwest,1905,1910,5,Y,TRUE,85.71428571,1380143,Marilla,Populated Place,Collingsworth,TX,34.9797738,-100.3976231,Y
MARENGO,Menard,,,TX,Midwest,South Midwest,1894,1895,7,Y,FALSE,,,,,,,,,N
MARFA,Presidio,,,TX,Midwest,South Midwest,1883,,0,Y,TRUE,100,2731685,Marfa Post Office,Post Office,Presidio,TX,30.3111283,-104.0208446,Y
MARGARET,Foard,,,TX,Midwest,South Midwest,1885,1955,1,Y,TRUE,100,1362174,Margaret,Populated Place,Foard,TX,34.0495283,-99.6512027,Y
MARIANNA,Polk,,,TX,Midwest,South Midwest,1871,1896,4,Y,FALSE,,,,,,,,,N
MARIANNA,Victoria,,,TX,Midwest,South Midwest,1907,1923,3,Y,FALSE,,,,,,,,,N
MARIE,Runnels,,,TX,Midwest,South Midwest,1906,1941,2,Y,TRUE,100,2035006,Marie,Populated Place,Runnels,TX,31.8993116,-100.2089811,Y
MARIENFELD,Martin,,,TX,Midwest,South Midwest,1882,1890,6,Y,FALSE,,,,,,,,,N
MARIENNE,Polk,,,TX,Midwest,South Midwest,1860,,0,Y,FALSE,,,,,,,,,N
MARIETTA,Anderson,,,TX,Midwest,South Midwest,1858,1859,8,Y,FALSE,,,,,,,,,N
MARIETTA,Van Zandt,,,TX,Midwest,South Midwest,1875,1875,7,Y,FALSE,,,,,,,,,N
MARIETTA,Cass,,,TX,Midwest,South Midwest,1880,,0,Y,TRUE,100,1340954,Marietta,Populated Place,Cass,TX,33.173458,-94.5424232,Y
MARINE,Tarrant,,,TX,Midwest,South Midwest,1896,1904,5,Y,FALSE,,,,,,,,,N
MARION,Angelina,,,TX,Midwest,South Midwest,1847,1876,4,Y,TRUE,100,1382766,Marion,Locale,Angelina,TX,31.3996296,-94.5202059,Y
MARION,Guadalupe,,,TX,Midwest,South Midwest,1877,,0,Y,TRUE,100,2731087,Marion Post Office,Post Office,Guadalupe,TX,29.572224,-98.132728,Y
MARISCAL,Brewster,,,TX,Midwest,South Midwest,1922,1928,3,Y,TRUE,100,1377831,Mariscal Mine,Mine,Brewster,TX,29.0954419,-103.1877485,Y
MARKBELT,Brazoria,,,TX,Midwest,South Midwest,1893,1893,8,Y,FALSE,,,,,,,,,N
MARKHAM,Matagorda,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2731223,Markham Post Office,Post Office,Matagorda,TX,28.963357,-96.0672,Y
MARKLEY,Young,,,TX,Midwest,South Midwest,1888,1960,1,Y,TRUE,100,1380145,Markley,Populated Place,Young,TX,33.3584435,-98.4481084,Y
MARLIN,Falls,,,TX,Midwest,South Midwest,1851,,0,Y,TRUE,100,2731869,Marlin Post Office,Post Office,Falls,TX,31.3076693,-96.896247,Y
MARLOW,Anderson,,,TX,Midwest,South Midwest,1902,1903,6,Y,FALSE,,,,,,,,,N
MARLOW'S MILL,Anderson,,,TX,Midwest,South Midwest,1853,1854,9,Y,FALSE,,,,,,,,,N
MARMADUKE,Jack,,,TX,Midwest,South Midwest,1886,1891,6,Y,FALSE,,,,,,,,,N
MARMION,Brazoria,,,TX,Midwest,South Midwest,1925,1926,5,Y,TRUE,85.71428571,2032152,Marion,Locale,Brazoria,TX,29.1427466,-95.6152241,Y
MARQUEZ,Leon,,,TX,Midwest,South Midwest,1872,,0,Y,TRUE,100,2731877,Marquez Post Office,Post Office,Leon,TX,31.2414315,-96.2582655,Y
MARR,Polk,,,TX,Midwest,South Midwest,1881,1881,9,Y,FALSE,,,,,,,,,N
MARS,Van Zandt,,,TX,Midwest,South Midwest,1898,1907,5,Y,TRUE,100,2034766,Mars,Populated Place,Van Zandt,TX,32.3593117,-95.7257968,Y
MARSH,Bowie,,,TX,Midwest,South Midwest,1888,1889,7,Y,FALSE,,,,,,,,,N
MARSHALL,Harrison,,,TX,Midwest,South Midwest,1839,,0,Y,TRUE,100,2731839,Marshall Post Office,Post Office,Harrison,TX,32.5409734,-94.3659806,Y
MARSHALL FORD DAM,Travis,,,TX,Midwest,South Midwest,1937,1942,3,Y,TRUE,100,1362147,Marshall Ford Dam,Dam,Travis,TX,30.3918066,-97.9073042,Y
MARSTON,Polk,,,TX,Midwest,South Midwest,1901,1906,6,Y,TRUE,100,1380147,Marston,Populated Place,Polk,TX,30.7582502,-94.9088229,Y
MART,McLennan,,,TX,Midwest,South Midwest,1880,,0,Y,TRUE,100,2731272,Mart Post Office,Post Office,McLennan,TX,31.541841,-96.835221,Y
MARTIN CITY,Nacogdoches,,,TX,Midwest,South Midwest,1879,1888,6,Y,FALSE,,,,,,,,,N
MARTIN SPRINGS,Grayson,,,TX,Midwest,South Midwest,1876,1895,6,Y,FALSE,,,,,,,,,N
MARTINDALE,Caldwell,,,TX,Midwest,South Midwest,1875,,0,Y,TRUE,100,2731304,Martindale Post Office,Post Office,Caldwell,TX,29.844578,-97.8428,Y
MARTINS MILLS,Van Zandt,,,TX,Midwest,South Midwest,1879,1955,1,Y,TRUE,100,1341037,Martins Mills School,School,Henderson,TX,32.3740328,-95.7994094,Y
MARTINSBURGH,Gillespie,,,TX,Midwest,South Midwest,1877,1886,6,Y,FALSE,,,,,,,,,N
MARTINSVILLE,Nacogdoches,,,TX,Midwest,South Midwest,1867,,0,Y,TRUE,100,2731748,Martinsville Post Office,Post Office,Nacogdoches,TX,31.6424204,-94.4141528,Y
MARY'S CREEK,Parker,,,TX,Midwest,South Midwest,1873,1879,7,Y,FALSE,,,,,,,,,N
MARY'S CREEK,Tarrant,,,TX,Midwest,South Midwest,1879,1879,7,Y,TRUE,100,1341047,Marys Creek,Stream,Tarrant,TX,32.6956873,-97.4286305,Y
MARYNEAL,Nolan,,,TX,Midwest,South Midwest,1907,,0,Y,TRUE,100,2731778,Maryneal Post Office,Post Office,Nolan,TX,32.2351529,-100.4520803,Y
MARYSEE,Liberty,,,TX,Midwest,South Midwest,1921,1925,4,Y,FALSE,,,,,,,,,N
MARYSTOWN,Johnson,,,TX,Midwest,South Midwest,1874,1901,5,Y,TRUE,100,1378647,Marystown,Populated Place,Johnson,TX,32.4598627,-97.3200155,Y
MARYSVILLE,Cooke,,,TX,Midwest,South Midwest,1873,1942,2,Y,TRUE,100,1380883,Marysville,Populated Place,Cooke,TX,33.77066,-97.3341849,Y
MASON,Mason,,,TX,Midwest,South Midwest,1858,,0,Y,TRUE,100,2731441,Mason Post Office,Post Office,Mason,TX,30.743718,-99.227891,Y
MASSEY,Hill,,,TX,Midwest,South Midwest,1881,1903,5,Y,FALSE,,,,,,,,,N
MASSEY LAKE,Anderson,,,TX,Midwest,South Midwest,1923,1955,1,Y,TRUE,100,1378648,Massey Lake,Populated Place,Anderson,TX,31.812112,-95.8682954,Y
MASTERS,Throckmorton,,,TX,Midwest,South Midwest,1905,1911,4,Y,FALSE,,,,,,,,,N
MASTERSON,Moore,,,TX,Midwest,South Midwest,1950,1986,1,Y,TRUE,100,1362269,Masterson,Populated Place,Moore,TX,35.635878,-101.9601837,Y
MASTERSVILLE,McLennan,,,TX,Midwest,South Midwest,1868,1887,6,Y,FALSE,,,,,,,,,N
MATADOR,Motley,,,TX,Midwest,South Midwest,1886,,0,Y,TRUE,100,2731453,Matador Post Office,Post Office,Motley,TX,34.013017,-100.821528,Y
MATAGORDA,Matagorda,,,TX,Midwest,South Midwest,1835,,0,Y,TRUE,100,2731464,Matagorda Post Office,Post Office,Matagorda,TX,28.690572,-95.968545,Y
MATALFOS,Coke,,,TX,Midwest,South Midwest,1900,1902,6,Y,FALSE,,,,,,,,,N
MATHIS,San Patricio,,,TX,Midwest,South Midwest,1890,,0,Y,TRUE,100,2732016,Mathis Post Office,Post Office,San Patricio,TX,28.0926693,-97.8275798,Y
MATINBURG,Camp,,,TX,Midwest,South Midwest,1893,1918,4,Y,TRUE,100,1378649,Matinburg,Populated Place,Camp,TX,32.9023497,-95.0446609,Y
MATSON,Hill,,,TX,Midwest,South Midwest,1899,1902,6,Y,FALSE,,,,,,,,,N
MATTHEWS,Colorado,,,TX,Midwest,South Midwest,1895,1905,5,Y,TRUE,100,1380884,Matthews,Populated Place,Colorado,TX,29.4994091,-96.3227432,Y
MATTIE,Stonewall,,,TX,Midwest,South Midwest,1900,1911,4,Y,FALSE,,,,,,,,,N
MATTOX,Newton,,,TX,Midwest,South Midwest,1904,1914,4,Y,TRUE,100,1380154,Mattox,Populated Place,Newton,TX,30.9999191,-93.7735128,Y
MAUD,Bowie,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2731359,Maud Post Office,Post Office,Bowie,TX,33.327319,-94.345391,Y
MAUDLOWE,Refugio,,,TX,Midwest,South Midwest,1915,1933,2,Y,TRUE,100,1378651,Maudlowe,Populated Place,Refugio,TX,28.4266692,-96.8908202,Y
MAURICEVILLE,Orange,,,TX,Midwest,South Midwest,1906,,0,Y,TRUE,100,2731800,Mauriceville Post Office,Post Office,Orange,TX,30.2089998,-93.8715602,Y
MAURIN,Gonzales,,,TX,Midwest,South Midwest,1900,1915,4,Y,FALSE,,,,,,,,,N
MAVERICK,Runnels,,,TX,Midwest,South Midwest,1883,1962,1,Y,TRUE,100,1341086,Maverick,Populated Place,Runnels,TX,31.8334814,-100.1950909,Y
MAXBURY,Stephens,,,TX,Midwest,South Midwest,1879,1880,8,Y,FALSE,,,,,,,,,N
MAXBURY,Palo Pinto,,,TX,Midwest,South Midwest,1880,1880,8,Y,FALSE,,,,,,,,,N
MAXDALE,Bell,,,TX,Midwest,South Midwest,1883,1926,3,Y,TRUE,100,1380156,Maxdale,Populated Place,Bell,TX,30.9899004,-97.8355748,Y
MAXEY,Lamar,,,TX,Midwest,South Midwest,1880,1931,2,Y,TRUE,100,1362311,Maxey,Populated Place,Lamar,TX,33.7034358,-95.7513527,Y
MAXWELL,Collin,,,TX,Midwest,South Midwest,1884,1887,4,Y,FALSE,,,,,,,,,N
MAXWELL,Caldwell,,,TX,Midwest,South Midwest,1888,,0,Y,TRUE,100,2731332,Maxwell Post Office,Post Office,Caldwell,TX,29.878557,-97.795449,Y
MAXWELTON,San Saba,,,TX,Midwest,South Midwest,1907,1917,4,Y,FALSE,,,,,,,,,N
MAY,Brown,,,TX,Midwest,South Midwest,1881,,0,Y,TRUE,100,2732191,May Post Office,Post Office,Brown,TX,31.9765692,-98.920823,Y
MAYDELLE,Cherokee,,,TX,Midwest,South Midwest,1910,,0,Y,TRUE,100,2732145,Maydelle Post Office,Post Office,Cherokee,TX,31.8029585,-95.3018094,Y
MAYER,Schleicher,,,TX,Midwest,South Midwest,1904,1918,4,Y,FALSE,,,,,,,,,N
MAYFLOWER,Newton,,,TX,Midwest,South Midwest,1912,1951,1,Y,TRUE,100,1380159,Mayflower,Populated Place,Newton,TX,31.090193,-93.7237898,Y
MAYNARD,San Jacinto,,,TX,Midwest,South Midwest,1880,1929,3,Y,TRUE,100,1382245,Maynard,Populated Place,San Jacinto,TX,30.5221458,-95.3279961,Y
MAYOTOWN,Nacogdoches,,,TX,Midwest,South Midwest,1907,1926,3,Y,FALSE,,,,,,,,,N
MAYPEARL,Ellis,,,TX,Midwest,South Midwest,1903,,0,Y,TRUE,100,2731474,Maypearl Post Office,Post Office,Ellis,TX,32.307759,-97.014813,Y
MAYSFIELD,Milam,,,TX,Midwest,South Midwest,1868,,0,Y,TRUE,100,1362343,Maysfield School,School,Milam,TX,30.8796338,-96.8258132,Y
MAYSHAW,Floyd,,,TX,Midwest,South Midwest,1892,1898,6,Y,FALSE,,,,,,,,,N
MAYSVILLE,Karnes,,,TX,Midwest,South Midwest,1854,1855,9,Y,FALSE,,,,,,,,,N
MAZATLAN,Duval,,,TX,Midwest,South Midwest,1909,1930,2,Y,FALSE,,,,,,,,,N
MAZELAND,Runnels,,,TX,Midwest,South Midwest,1903,1909,4,Y,FALSE,,,,,,,,,N
MCADAMS,Walker,,,TX,Midwest,South Midwest,1888,1917,4,Y,TRUE,100,1374828,McAdams Cemetery,Cemetery,Walker,TX,30.7671376,-95.772726,Y
MCADAMS STORE,Walker,,,TX,Midwest,South Midwest,1873,1875,6,Y,FALSE,,,,,,,,,N
MCADOO,Dickens,,,TX,Midwest,South Midwest,1915,,0,Y,TRUE,100,2731709,McAdoo Post Office,Post Office,Dickens,TX,33.7334508,-101.0064351,Y
MCALLEN,Hidalgo,,,TX,Midwest,South Midwest,1907,,0,Y,TRUE,100,2731400,McAllen Post Office,Post Office,Hidalgo,TX,26.199795,-98.233198,Y
MCANELLY'S BEND,Lampasas,,,TX,Midwest,South Midwest,1858,1862,8,Y,TRUE,92.85714286,1362359,McAnelly Bend,Bend,Lampasas,TX,31.116836,-98.5211484,Y
MCBETH,Brazoria,,,TX,Midwest,South Midwest,1913,1916,5,Y,FALSE,,,,,,,,,N
MCCAIN POINT,Palo Pinto,,,TX,Midwest,South Midwest,1878,1879,9,Y,FALSE,,,,,,,,,N
MCCAMANT,Jones,,,TX,Midwest,South Midwest,1902,1911,4,Y,FALSE,,,,,,,,,N
MCCAMEY,Upton,,,TX,Midwest,South Midwest,1926,,0,Y,TRUE,100,2731563,McCamey Post Office,Post Office,Upton,TX,31.135289,-102.224613,Y
MCCASLIN,Webb,,,TX,Midwest,South Midwest,1922,1922,5,Y,FALSE,,,,,,,,,N
MCCAULEY,Fisher,,,TX,Midwest,South Midwest,1903,1906,2,Y,TRUE,87.5,2732032,McCaulley Post Office,Post Office,Fisher,TX,32.7821859,-100.2046917,Y
